beta,ba,br,Ta,Td,wI_p,wR_p,wI_GB1,wR_GB1,wI_GB2,wR_GB2,d50_GB,d98_GB,alpha,monit_int,monit_strGB,seed_radius
17.88,0.015,0.503,1.187,1.36,1,1,0.5,0.5,3,3,0.013,0.26,0.000001,10,6.25,30000
