beta,meanAsymptomatic,meanSymptomatic,bD,d50_short,d50_long,introYr,inspectionRate,sampleEfficiency
19.154021656701,1.08647305065658,1.12571444771823,0.650512679480016,0.317158663412556,5.72785180527717,2003,0.0587557060644031,0.933502294961363
19.0413741940885,1.14161340625776,1.26244063734017,0.588725678855553,0.386950802057981,5.57292705983855,2003,0.0562926780898124,0.987263970356435
17.8331374356172,1.16627677736523,1.37647669077021,0.537830857327208,0.680508209392428,5.23900062544271,2004,0.107058816961944,0.763009561318904
16.1323031243914,1.21664559676963,1.37003786369234,0.21358199743554,0.263454554602504,6.8530525197275,2002,0.077171245450154,0.693769605853595
17.710281922564,1.16400047801734,1.23727874040978,0.191065900027752,0.272682023467496,6.47532769711688,2002,0.0556468799244612,0.762524517846759
20.5885966361036,1.18227269268306,1.36232439360903,0.833266276400536,0.522289128042758,9.26554621662945,2009,0.0296626124996692,0.873356398846954
19.494542127237,1.26115472325491,1.38019202110713,0.650386123219505,0.250073129776865,6.36193950776942,2002,0.174470509123057,0.806166968913749
20.3893261524603,1.16318572355486,1.45562900444502,0.272499298909679,0.214036509161815,7.1117459947709,2002,0.142109280219302,0.689999059902038
23.8517620330242,1.23699908990599,1.54296118470281,0.816145260818303,0.373251599492505,5.6731492630206,2003,0.0843269603792578,0.873276477062609
19.1291237535266,1.21205002144977,1.5226457790506,0.697591218166053,0.731663418468088,4.88427404779941,2004,0.194260730315,0.725430024694651
18.6604271324403,1.20028552255156,1.49921598685903,0.299660141579807,0.232547020306811,6.58222713042051,2002,0.0542102918028831,0.773978064628318
17.6853197409265,1.15019668629521,1.37790185677721,0.676559762097895,0.24793348251842,6.65162893594243,2002,0.127597504248843,0.693224311480299
21.3831790022226,1.22549015542694,1.21647246640576,0.943389470223337,0.342016458744183,5.83845455548726,2003,0.140333485975862,0.932446349062957
21.4547400361466,1.16166785451173,1.07881798250176,0.741152987582609,0.203989875037223,7.08316852105781,2002,0.173809394985437,0.832134832034353
15.6419827374202,1.10638028028955,1.42980705964397,0.724926279624924,0.169552040519193,8.90050339861773,2002,0.0877706553786993,0.926167559169699
14.9910550325192,1.10788536914048,1.26056376865464,0.904047853313386,0.334999707527459,6.04487553122453,2002,0.163186414539814,0.772560079069808
20.2044737394832,1.13587130310811,1.17837903548656,0.702354025328532,0.286707171937451,5.19916181685403,2002,0.1993731694296,0.857962510653306
20.0077156701177,1.13963539952019,1.26113762335442,0.314389082370326,0.217354968423024,6.67249310645275,2002,0.157031281059608,0.946571040723938
13.2486921564986,1.12084681088278,1.3992782039068,0.0808785851113498,0.249539584619924,7.21765203285031,2002,0.0269800158683211,0.97709173199255
15.899785094774,1.09593471624333,1.1890125194859,0.835034984862432,0.267859996994957,6.05303390999325,2002,0.132107699941844,0.937391841900535
17.499779820761,1.14487626815771,1.23173990965118,0.944381672423333,0.379908268572763,5.57613971410319,2003,0.162165445741266,0.87763708619168
23.1225306589489,1.19361925231748,1.36374238246125,0.31187439779751,0.316401340533048,5.97808218444698,2003,0.137377558788285,0.693723782803863
